locus_name	id	strand	chrom	start	end	strand	nfeats	width	model_cov	ltr5_model	int_model	ltr3_model	family
HERVH48_6q24.2	HERVH48_0020	prototype	chr6	142857615	142864362	+	4	6747	6084	MER48	HERVH48-int	MER48	HERVH48
HERVW_6q24.2a	HERVW_0105	prototype	chr6	143400937	143408849	-	7	7912	7012	LTR17	HERV17-int	LTR17	HERVW
HERVL_6q24.2	HERVL_0476	prototype	chr6	144189362	144198172	-	5	8810	5299	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVW_6q24.2b	HERVW_0106	prototype	chr6	144437461	144442698	-	4	5237	4357	LTR17	HERV17-int	LTR17	HERVW
HERVH_6q24.2a	HERVH_0546	prototype	chr6	145244310	145249994	+	8	5684	4890	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVH_6q24.2b	HERVH_0547	prototype	chr6	145424321	145429993	-	8	5672	4890	LTR7	HERVH-int	LTR7	HERVH
HML5_6q24.3	HML5_0041	prototype	chr6	145852189	145853872	+	4	1683	885	LTR22C	HERVK22-int	LTR22C	HML5
HERVL_6q24.3a	HERVL_0477	oneside	chr6	145890944	145897028	-	2	6084	5653		HERVL-int	MLT2A1	HERVL
HERVL_6q24.3b	HERVL_0478	oneside	chr6	146107158	146108484	-	3	1326	898		HERVL-int	MLT2A1	HERVL
HERVH_6q24.3a	HERVH_0548	prototype	chr6	146771604	146777605	-	8	6001	4890	LTR7Y	HERVH-int	LTR7Y	HERVH
HERV9_6q24.3	HERV9_0151	oneside	chr6	147113996	147115549	-	2	1553	1053		HERV9-int	LTR12F	HERV9
HERVH_6q24.3b	HERVH_0549	internal	chr6	147952162	147953818	-	3	1656	1630		HERVH-int		HERVH
HERVH_6q24.3c	HERVH_0550	prototype	chr6	148960907	148966644	+	8	5737	4878	LTR7	HERVH-int	LTR7	HERVH
HERVH48_6q25.1	HERVH48_0021	prototype	chr6	150419377	150422211	+	3	2834	2083	MER48	HERVH48-int	MER48	HERVH48
HERV9_6q25.1	HERV9_0152	prototype	chr6	151170262	151177828	+	4	7566	6059	LTR12_	HERV9-int	LTR12_	HERV9
HML2_6q25.1	HML2_0036	oneside	chr6	151180748	151183574	+	2	2826	1851		HERVK-int	LTR5B	HML2
HERVL_6q25.1	HERVL_0479	prototype	chr6	152359029	152366068	-	4	7039	5652	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVH_6q25.2a	HERVH_0551	prototype	chr6	152811473	152818304	+	9	6831	5459	LTR7C	HERVH-int	LTR7C	HERVH
HERVL18_6q25.2	HERVL18_0070	prototype	chr6	153471128	153474098	+	8	2970	1977	LTR18B	HERVL18-int	LTR18B	HERVL18
MER61_6q25.2	MER61_0142	prototype	chr6	153673935	153679010	+	8	5075	4206	MER61A	MER61-int	MER61A	MER61
HERVL_6q25.2	HERVL_0480	prototype	chr6	154231477	154234105	-	5	2628	2116	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_6q25.2b	HERVH_0552	prototype	chr6	154243864	154248338	+	8	4474	3971	LTR7Y	HERVH-int	LTR7B	HERVH
HERVL_6q25.3a	HERVL_0481	oneside	chr6	155924839	155926211	-	2	1372	868		HERVL-int	MLT2A1	HERVL
HERVH_6q25.3a	HERVH_0553	prototype	chr6	158121673	158127614	-	8	5941	4892	LTR7	HERVH-int	LTR7	HERVH
HERVH_6q25.3b	HERVH_0554	prototype	chr6	159301417	159310247	-	7	8830	7116	LTR7B	HERVH-int	LTR7B	HERVH
HERVL_6q25.3b	HERVL_0482	prototype	chr6	159786745	159792817	-	4	6072	4717	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVH_6q25.3c	HERVH_0555	prototype	chr6	160649682	160655354	+	6	5672	4983	LTR7	HERVH-int	LTR7	HERVH
HERVH_6q25.3d	HERVH_0556	prototype	chr6	160707642	160713346	-	8	5704	4885	LTR7	HERVH-int	LTR7	HERVH
HERVL_6q25.3c	HERVL_0483	oneside	chr6	160922938	160926614	-	3	3676	3200	MLT2A2	HERVL-int		HERVL
HERVL_6q26a	HERVL_0484	prototype	chr6	161075122	161080232	-	5	5110	3983	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVH_6q26	HERVH_0557	oneside	chr6	161198261	161201889	+	3	3628	3549		HERVH-int	LTR7B	HERVH
HERVFRD_6q26	HERVFRD_0041	internal	chr6	161217286	161220312	+	3	3026	4071		MER50-int		HERVFRD
HERVL_6q26b	HERVL_0485	oneside	chr6	164097377	164098807	+	2	1430	880		HERVL-int	MLT2A2	HERVL
HERVH_6q27a	HERVH_0558	prototype	chr6	164759801	164765812	-	9	6011	5177	LTR7	HERVH-int	LTR7	HERVH
HERVH_6q27b	HERVH_0559	prototype	chr6	165073174	165079047	-	9	5873	4937	LTR7	HERVH-int	LTR7	HERVH
HERVL_6q27a	HERVL_0486	prototype	chr6	165221025	165227782	-	3	6757	5652	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVL_6q27b	HERVL_0487	oneside	chr6	165607819	165610449	+	3	2630	2171	MLT2A2	HERVL-int		HERVL
HML3_6q27a	HML3_0101	oneside	chr6	165873092	165877666	+	3	4574	4067		HERVK9-int	MER9a2	HML3
HERVL_6q27c	HERVL_0488	prototype	chr6	165937309	165943828	+	4	6519	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVW_6q27a	HERVW_0107	internal	chr6	166727385	166729919	+	4	2534	2501		HERV17-int		HERVW
HML1_6q27a	HML1_0028	oneside	chr6	166729906	166731141	+	5	1235	861		HERVK14-int	LTR14B	HML1
HML1_6q27b	HML1_0029	oneside	chr6	166758414	166759558	-	4	1144	945		HERVK14-int	LTR14B	HML1
HERVW_6q27b	HERVW_0108	prototype	chr6	167304567	167311741	+	5	7174	6330	LTR17	HERV17-int	LTR17	HERVW
HERVL_6q27d	HERVL_0489	prototype	chr6	167476410	167478774	-	4	2364	1390	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVH_6q27c	HERVH_0560	internal	chr6	169078775	169079799	-	4	1024	930		HERVH-int		HERVH
HERVL_6q27e	HERVL_0490	oneside	chr6	169168623	169172775	+	5	4152	2489		HERVL-int	MLT2A2	HERVL
HERVL_6q27f	HERVL_0491	oneside	chr6	169498696	169502269	+	4	3573	3004	MLT2A2	HERVL-int		HERVL
HML3_6q27b	HML3_0102	oneside	chr6	170902168	170905803	-	4	3635	3158		HERVK9-int	MER9a3	HML3
HERVL_7p22.2	HERVL_0492	prototype	chr7	4233015	4234510	-	4	1495	697	MLT2A1	HERVL-int	MLT2A1	HERVL
HML2_7p22.1	HML2_0037	tandem	chr7	4622056	4640031	-	5	17975	15070	LTR5_Hs	HERVK-int	LTR5_Hs	HML2
HERVE_7p22.1a	HERVE_0040	internal	chr7	6882001	6886085	-	1	4084	4057		HERVE-int		HERVE
HERVE_7p22.1b	HERVE_0041	internal	chr7	6910858	6914904	-	1	4046	4057		HERVE-int		HERVE
HERVH_7p22.1a	HERVH_0561	prototype	chr7	6943421	6948623	+	8	5202	4399	LTR7	HERVH-int	LTR7	HERVH
HERVH_7p22.1b	HERVH_0562	prototype	chr7	6987831	7001894	-	9	14063	5102	LTR7	HERVH-int	LTR7	HERVH
HERVE_7p22.1c	HERVE_0042	oneside	chr7	6990039	6998376	-	2	8337	7809		HERVE-int	LTR2C	HERVE
HERVS71_7p22.1	HERVS71_0017	prototype	chr7	7027989	7035336	-	5	7347	6460	LTR6B	HERVS71-int	LTR6B	HERVS71
HERVL_7p21.3a	HERVL_0493	prototype	chr7	7761389	7767655	+	5	6266	5267	MLT2A2	HERVL-int	MLT2A2	HERVL
HML1_7p21.3	HML1_0030	prototype	chr7	9056333	9060776	+	8	4443	1222	LTR14B	HERVK14-int	LTR14B	HML1
HERVW_7p21.3	HERVW_0109	internal	chr7	9057073	9059465	+	4	2392	2527		HERV17-int		HERVW
HERVH_7p21.3a	HERVH_0563	prototype	chr7	9393034	9398837	-	8	5803	4882	LTR7	HERVH-int	LTR7	HERVH
HERVH_7p21.3b	HERVH_0564	prototype	chr7	9497331	9503848	-	9	6517	5663	LTR7	HERVH-int	LTR7	HERVH
MER61_7p21.3a	MER61_0143	oneside	chr7	9703208	9707233	-	2	4025	3562		MER61-int	MER61A	MER61
HERVL_7p21.3b	HERVL_0494	oneside	chr7	9855632	9858642	-	4	3010	2493		HERVL-int	MLT2A2	HERVL
MER61_7p21.3b	MER61_0144	oneside	chr7	11232645	11237453	+	4	4808	4260		MER61-int	MER61A	MER61
HERVL_7p21.3c	HERVL_0495	prototype	chr7	11633523	11639791	+	5	6268	5375	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL18_7p21.3	HERVL18_0071	prototype	chr7	12129630	12132769	+	7	3139	1989	LTR18B	HERVL18-int	LTR18B	HERVL18
HERVFRD_7p21.3	HERVFRD_0042	prototype	chr7	12342059	12344265	+	3	2206	1134	MER50	MER50-int	MER50	HERVFRD
HERVFH21_7p21.3	HERVFH21_0015	prototype	chr7	12628066	12635134	-	6	7068	5846	LTR21A	HERVFH21-int	LTR21A	HERVFH21
HERVH_7p21.3c	HERVH_0565	prototype	chr7	12699412	12705219	+	7	5807	4928	LTR7B	HERVH-int	LTR7B	HERVH
HERVH_7p21.1a	HERVH_0566	prototype	chr7	17453686	17460387	+	5	6701	6092	LTR7	HERVH-int	LTR7	HERVH
MER61_7p21.1	MER61_0145	oneside	chr7	19378817	19383183	+	6	4366	3514	MER61A	MER61-int		MER61
HERV9_7p21.1	HERV9_0153	prototype	chr7	19693430	19700542	-	4	7112	5460	LTR12B	HERV9-int	LTR12	HERV9
HERVH_7p21.1b	HERVH_0567	prototype	chr7	20160331	20166178	+	7	5847	5078	LTR7	HERVH-int	LTR7	HERVH
HERVH_7p21.1c	HERVH_0568	prototype	chr7	20586331	20591316	+	9	4985	4192	LTR7	HERVH-int	LTR7	HERVH
HERVFRD_7p15.3	HERVFRD_0043	oneside	chr7	21490380	21496707	-	5	6327	5439		MER50-int	MER50	HERVFRD
HERVH_7p15.3a	HERVH_0569	prototype	chr7	22742976	22748932	+	7	5956	5272	LTR7	HERVH-int	LTR7	HERVH
MER61_7p15.3	MER61_0146	prototype	chr7	22841523	22848217	+	6	6694	5192	MER61B	MER61-int	MER61B	MER61
HERVH_7p15.3b	HERVH_0570	prototype	chr7	22953083	22958547	+	7	5464	4975	LTR7	HERVH-int	LTR7	HERVH
HERV9_7p15.3	HERV9_0154	prototype	chr7	23894199	23901803	-	5	7604	6028	LTR12_	HERV9-int	LTR12_	HERV9
HERVH_7p15.3c	HERVH_0571	prototype	chr7	24435863	24441604	+	8	5741	4884	LTR7	HERVH-int	LTR7	HERVH
HERVH_7p15.2	HERVH_0572	prototype	chr7	26063819	26069429	-	7	5610	4673	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVL_7p15.2a	HERVL_0496	oneside	chr7	26162520	26165301	+	2	2781	2387		HERVL-int	MLT2A1	HERVL
HERVH48_7p15.2	HERVH48_0022	oneside	chr7	26283681	26290213	+	5	6532	5946		HERVH48-int	MER48	HERVH48
HERVL_7p15.2b	HERVL_0497	prototype	chr7	27036210	27048941	+	4	12731	5665	MLT2A2	HERVL-int	MLT2A2	HERVL
MER61_7p14.3a	MER61_0147	prototype	chr7	29336623	29338865	-	3	2242	1718	MER61A	MER61-int	MER61A	MER61
HERVS71_7p14.3	HERVS71_0018	prototype	chr7	29675987	29686017	-	7	10030	8864	LTR6A	HERVS71-int	LTR6A	HERVS71
HERVH_7p14.3a	HERVH_0573	prototype	chr7	29824607	29832141	+	6	7534	6847	LTR7B	HERVH-int	LTR7B	HERVH
HERVH_7p14.3b	HERVH_0574	prototype	chr7	30519184	30524899	+	7	5715	4848	LTR7	HERVH-int	LTR7	HERVH
HML1_7p14.3	HML1_0031	prototype	chr7	30575775	30585801	+	9	10026	2115	LTR14B	HERVK14-int	LTR14B	HML1
HERVH_7p14.3c	HERVH_0575	prototype	chr7	31506473	31511993	-	8	5520	4704	LTR7	HERVH-int	LTR7	HERVH
MER61_7p14.3b	MER61_0148	prototype	chr7	32565493	32566619	-	3	1126	618	MER61A	MER61-int	MER61B	MER61
HERVH_7p14.3d	HERVH_0576	prototype	chr7	32872172	32877883	+	6	5711	5267	LTR7	HERVH-int	LTR7	HERVH
HERVH_7p14.3e	HERVH_0577	prototype	chr7	32878353	32883151	-	6	4798	3920	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVH_7p14.3f	HERVH_0578	prototype	chr7	34339743	34345184	-	9	5441	4674	LTR7Y	HERVH-int	LTR7Y	HERVH
HML3_7p14.2	HML3_0103	oneside	chr7	35949888	35952238	+	3	2350	1833		HERVK9-int	MER9a2	HML3
HERVL18_7p14.2	HERVL18_0072	oneside	chr7	36512298	36514061	-	2	1763	1416		HERVL18-int	LTR18B	HERVL18
HERV9_7p14.2	HERV9_0155	prototype	chr7	36538876	36544653	-	6	5777	4428	LTR12	HERV9-int	LTR12_	HERV9
HERV9_7p14.1	HERV9_0156	oneside	chr7	37242290	37244705	-	2	2415	1730	LTR12D	HERV9-int		HERV9
HML5_7p14.1	HML5_0042	prototype	chr7	38199588	38203686	+	5	4098	3263	LTR22A	HERVK22-int	LTR22A	HML5
HERVW_7p14.1	HERVW_0110	prototype	chr7	40207036	40213362	-	10	6326	4335	LTR17	HERV17-int	LTR17	HERVW
HML3_7p14.1	HML3_0104	internal	chr7	42675638	42676714	+	2	1076	1087		HERVK9-int		HML3
HERVH_7p14.1	HERVH_0579	prototype	chr7	42910174	42916003	-	8	5829	4883	LTR7	HERVH-int	LTR7	HERVH
MER61_7p14.1	MER61_0149	prototype	chr7	43111064	43117647	-	6	6583	4153	MER61A	MER61-int	MER61A	MER61
HML6_7p13	HML6_0031	oneside	chr7	43848141	43849493	+	2	1352	865	LTR3A	HERVK3-int		HML6
HML3_7p13	HML3_0105	prototype	chr7	43899297	43904584	-	5	5287	4304	MER9a3	HERVK9-int	MER9a3	HML3
MER61_7p13	MER61_0150	internal	chr7	43954856	43961484	+	7	6628	1713		MER61-int		MER61
HERVL_7p12.3	HERVL_0498	oneside	chr7	45585118	45592419	+	3	7301	3341		HERVL-int	MLT2A1	HERVL
HML3_7p12.3a	HML3_0106	oneside	chr7	46077805	46083429	-	2	5624	5230		HERVK9-int	MER9a1	HML3
HML3_7p12.3b	HML3_0107	oneside	chr7	46083486	46084750	-	2	1264	789	MER9a1	HERVK9-int		HML3
MER61_7p12.3a	MER61_0151	internal	chr7	48173928	48175008	-	3	1080	1001		MER61-int		MER61
HML5_7p12.3	HML5_0043	prototype	chr7	48179626	48184271	+	5	4645	5480	LTR22A	HERVK22-int	LTR22A	HML5
MER61_7p12.3b	MER61_0152	prototype	chr7	48929343	48934900	+	4	5557	4854	MER61C	MER61-int	MER61C	MER61
MER61_7p12.2a	MER61_0153	prototype	chr7	49415925	49422230	+	7	6305	4815	MER61B	MER61-int	MER61B	MER61
MER61_7p12.2b	MER61_0154	internal	chr7	50027537	50030170	+	1	2633	2640		MER61-int		MER61
MER61_7p12.1	MER61_0155	prototype	chr7	51513649	51515938	+	6	2289	1816	MER61A	MER61-int	MER61A	MER61
HERVH_7p12.1a	HERVH_0580	oneside	chr7	51937545	51939785	+	2	2240	1666	LTR7	HERVH-int		HERVH
HERV9_7p12.1	HERV9_0157	oneside	chr7	52362548	52364965	+	2	2417	1975	LTR12	HERV9-int		HERV9
HERVH_7p12.1b	HERVH_0581	prototype	chr7	52400618	52406737	-	8	6119	5844	LTR7	HERVH-int	LTR7	HERVH
HERVL_7p12.1a	HERVL_0499	oneside	chr7	52455340	52459341	+	3	4001	3158		HERVL-int	MLT2A1	HERVL
HERVL_7p12.1b	HERVL_0500	internal	chr7	53972805	53976400	+	1	3595	3618		HERVL-int		HERVL
HERV9_7p11.2	HERV9_0158	prototype	chr7	54022392	54030680	-	4	8288	6916	LTR12_	HERV9-int	LTR12D	HERV9
HERVL_7p11.2a	HERVL_0501	prototype	chr7	54189632	54196098	-	3	6466	5653	MLT2A2	HERVL-int	MLT2A2	HERVL
HML3_7p11.2a	HML3_0108	prototype	chr7	54516531	54522873	+	4	6342	5343	MER9a1	HERVK9-int	MER9a1	HML3
HERVL_7p11.2b	HERVL_0502	internal	chr7	54668558	54669323	+	2	765	844		HERVL-int		HERVL
HERVL_7p11.2c	HERVL_0503	oneside	chr7	55016812	55020551	-	2	3739	3271	MLT2A1	HERVL-int		HERVL
HML3_7p11.2b	HML3_0109	prototype	chr7	56212585	56221144	+	5	8559	6020	MER9a2	HERVK9-int	MER9a2	HML3
HML3_7p11.2c	HML3_0110	prototype	chr7	56384632	56390474	+	5	5842	4833	MER9a2	HERVK9-int	MER9a2	HML3
HERVL_7p11.2d	HERVL_0504	internal	chr7	56674242	56674868	-	1	626	626		HERVL-int		HERVL
MER61_7p11.2	MER61_0156	prototype	chr7	56688112	56693723	+	5	5611	4941	MER61B	MER61-int	MER61B	MER61
MER61_7q11.21	MER61_0157	prototype	chr7	63822388	63828081	-	7	5693	4128	MER61B	MER61-int	MER61B	MER61
HERVL_7q11.21a	HERVL_0505	oneside	chr7	63862101	63864632	+	3	2531	2024	MLT2A1	HERVL-int		HERVL
HERVH_7q11.21	HERVH_0582	oneside	chr7	64139927	64147280	+	4	7353	7175		HERVH-int	LTR7C	HERVH
HERV9_7q11.21	HERV9_0159	oneside	chr7	64217467	64221470	-	5	4003	2582		HERV9-int	LTR12_	HERV9
HERVFC1_7q11.21	HERVFC1_0002	prototype	chr7	64295272	64300536	-	3	5264	4628	HERV-Fc1_LTR1	HERV-Fc1-int	HERV-Fc1_LTR1	HERVFC1
HML3_7q11.21	HML3_0111	oneside	chr7	64408384	64411174	+	2	2790	2288		HERVK9-int	MER9a3	HML3
HERV3_7q11.21	HERV3_0023	prototype	chr7	64450701	64460314	-	3	9613	8424	LTR4	HERV3-int	LTR4	HERV3
PABLB_7q11.21	PABLB_0025	prototype	chr7	64767830	64776772	+	5	8942	7118	PABL_B	PABL_B-int	PABL_B	PABLB
HERVFH21_7q11.21	HERVFH21_0016	oneside	chr7	64940695	64944525	+	4	3830	3415	LTR21B	HERVFH21-int		HERVFH21
HML2_7q11.21	HML2_0038	oneside	chr7	65469670	65472790	-	2	3120	2116		HERVK-int	LTR5B	HML2
HERVL_7q11.21b	HERVL_0506	oneside*	chr7	66371376	66379311	-	6	7935	3057		HERVL-int	MLT2A2	HERVL
HERVH_7q11.23a	HERVH_0583	tandem	chr7	75408229	75417880	+	10	9651	7393	LTR7	HERVH-int	LTR7	HERVH
HERVH_7q11.23b	HERVH_0584	prototype	chr7	76969253	76975197	+	7	5944	5328	LTR7	HERVH-int	LTR7	HERVH
HERVL_7q21.11a	HERVL_0507	prototype	chr7	77499585	77504113	-	5	4528	3403	MLT2A1	HERVL-int	MLT2A1	HERVL
MER61_7q21.11	MER61_0158	internal	chr7	77638451	77641002	+	6	2551	1932		MER61-int		MER61
HERVL_7q21.11b	HERVL_0508	oneside	chr7	78238160	78239598	-	2	1438	1098		HERVL-int	MLT2A1	HERVL
HERVL_7q21.11c	HERVL_0509	oneside	chr7	79981276	79982173	-	2	897	609	MLT2A1	HERVL-int		HERVL
HERVL18_7q21.11a	HERVL18_0073	prototype	chr7	80893388	80897115	-	4	3727	3091	LTR18A	HERVL18-int	LTR18A	HERVL18
HERVL_7q21.11d	HERVL_0510	oneside	chr7	80905409	80910207	+	2	4798	4288		HERVL-int	MLT2A2	HERVL
HERVL18_7q21.11b	HERVL18_0074	prototype	chr7	81831300	81834527	+	7	3227	2241	LTR18A	HERVL18-int	LTR18A	HERVL18
HERV9_7q21.11	HERV9_0160	prototype	chr7	82266192	82275327	+	5	9135	7490	LTR12_	HERV9-int	LTR12_	HERV9
HERVH_7q21.11	HERVH_0585	prototype	chr7	83088983	83094699	+	7	5716	5049	LTR7	HERVH-int	LTR7	HERVH
HML5_7q21.11	HML5_0044	oneside	chr7	85393862	85395492	+	2	1630	1044		HERVK22-int	LTR22B	HML5
HERVL_7q21.11e	HERVL_0511	prototype	chr7	85717054	85723610	+	3	6556	5653	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVL_7q21.12a	HERVL_0512	prototype	chr7	86907582	86914148	+	4	6566	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
MER61_7q21.12	MER61_0159	internal	chr7	86952699	86957064	-	2	4365	6577		MER61-int		MER61
HERVL_7q21.12b	HERVL_0513	oneside	chr7	88009929	88015131	+	3	5202	4605		HERVL-int	MLT2A1	HERVL
HERVL18_7q21.13	HERVL18_0075	oneside	chr7	89066796	89067896	+	3	1100	753	LTR18A	HERVL18-int		HERVL18
HERV9_7q21.13	HERV9_0161	oneside	chr7	91076819	91086224	-	3	9405	8396	LTR12	HERV9-int		HERV9
HERVW_7q21.2	HERVW_0111	prototype	chr7	92097312	92107506	-	3	10194	8625	LTR17	HERV17-int	LTR17	HERVW
HERVH_7q21.2	HERVH_0586	prototype	chr7	92108506	92114588	-	5	6082	5344	LTR7	HERVH-int	LTR7	HERVH
HERVH_7q21.3a	HERVH_0587	oneside	chr7	93024378	93028937	+	7	4559	4162		HERVH-int	LTR7	HERVH
HERVH_7q21.3b	HERVH_0588	prototype	chr7	93269246	93274864	+	8	5618	4890	LTR7	HERVH-int	LTR7	HERVH
HML3_7q21.3	HML3_0112	prototype	chr7	94351604	94358621	-	3	7017	6020	MER9a3	HERVK9-int	MER9a3	HML3
HERVFRD_7q21.3	HERVFRD_0044	prototype	chr7	94971196	94982008	+	7	10812	7436	MER50	MER50-int	MER50	HERVFRD
HERVL_7q21.3	HERVL_0514	oneside	chr7	96083848	96087137	+	2	3289	2891		HERVL-int	MLT2A1	HERVL
HERVE_7q21.3	HERVE_0043	internal	chr7	97580630	97584705	-	1	4075	4057		HERVE-int		HERVE
HERVH_7q22.1a	HERVH_0589	prototype	chr7	99320773	99327555	+	5	6782	5649	LTR7C	HERVH-int	LTR7C	HERVH
HML4_7q22.1	HML4_0006	oneside	chr7	99574768	99577185	+	2	2417	1363		HERVK13-int	LTR13	HML4
HERVL_7q22.1	HERVL_0515	internal	chr7	100129509	100131023	+	3	1514	571		HERVL-int		HERVL
HERVH_7q22.1b	HERVH_0590	prototype	chr7	100519901	100525640	+	7	5739	5100	LTR7	HERVH-int	LTR7	HERVH
HERVH48_7q22.1	HERVH48_0023	prototype	chr7	102613656	102619175	+	6	5519	3973	MER48	HERVH48-int	MER48	HERVH48
HERVL_7q22.2	HERVL_0516	internal	chr7	104328420	104332217	+	1	3797	3922		HERVL-int		HERVL
HML2_7q22.2	HML2_0039	internal	chr7	104389348	104393266	-	1	3918	3915		HERVK-int		HML2
HERVH_7q22.3a	HERVH_0591	prototype	chr7	106168197	106174104	-	7	5907	4840	LTR7B	HERVH-int	LTR7B	HERVH
HERVH_7q22.3b	HERVH_0592	prototype	chr7	106470079	106478964	+	5	8885	7778	LTR7C	HERVH-int	LTR7C	HERVH
PABLB_7q22.3	PABLB_0026	internal	chr7	106744779	106745315	-	1	536	834		PABL_B-int		PABLB
MER61_7q22.3	MER61_0160	oneside	chr7	107021483	107025086	+	3	3603	3153		MER61-int	MER61A	MER61
HML5_7q22.3	HML5_0045	prototype	chr7	107026478	107031786	+	6	5308	4109	LTR22C	HERVK22-int	LTR22C	HML5
HERVL_7q22.3	HERVL_0517	prototype	chr7	107372747	107379907	+	4	7160	5652	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVW_7q31.1a	HERVW_0112	prototype	chr7	107977724	107984934	+	4	7210	6308	LTR17	HERV17-int	LTR17	HERVW
HERVL_7q31.1a	HERVL_0518	oneside	chr7	108178744	108180811	+	5	2067	1544		HERVL-int	MLT2A1	HERVL
HERVL_7q31.1b	HERVL_0519	prototype	chr7	108309717	108317231	+	4	7514	5661	MLT2A1	HERVL-int	MLT2A1	HERVL
HERV9_7q31.1	HERV9_0162	prototype	chr7	108939045	108944989	+	5	5944	3765	LTR12_	HERV9-int	LTR12_	HERV9
HERVH_7q31.1a	HERVH_0593	prototype	chr7	109231890	109237736	-	6	5846	5253	LTR7	HERVH-int	LTR7	HERVH
HERVH_7q31.1b	HERVH_0594	prototype	chr7	109281764	109287697	-	7	5933	5331	LTR7	HERVH-int	LTR7	HERVH
HERVL_7q31.1c	HERVL_0520	prototype	chr7	109430201	109443008	-	5	12807	5664	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVL_7q31.1d	HERVL_0521	internal	chr7	110075901	110077092	+	1	1191	1193		HERVL-int		HERVL
HERVL_7q31.1e	HERVL_0522	oneside	chr7	110704405	110705955	+	2	1550	1086		HERVL-int	MLT2A2	HERVL
HERVL_7q31.1f	HERVL_0523	prototype	chr7	110972932	110974016	+	3	1084	624	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVH_7q31.1c	HERVH_0595	prototype	chr7	112874485	112879363	-	7	4878	4013	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVW_7q31.1b	HERVW_0113	prototype	chr7	114019142	114026375	-	5	7233	6330	LTR17	HERV17-int	LTR17	HERVW
HERVL_7q31.1g	HERVL_0524	oneside	chr7	114543544	114546009	-	2	2465	1748		HERVL-int	MLT2A1	HERVL
HERVL_7q31.2a	HERVL_0525	oneside	chr7	115163142	115165805	-	2	2663	2411		HERVL-int	MLT2A1	HERVL
HERVH_7q31.2	HERVH_0596	prototype	chr7	116096022	116101190	+	8	5168	4874	LTR7	HERVH-int	LTR7	HERVH
HERVL_7q31.2b	HERVL_0526	internal	chr7	116741285	116741882	-	1	597	602		HERVL-int		HERVL
HML5_7q31.31	HML5_0046	prototype	chr7	117754142	117761906	+	3	7764	6836	LTR22C	HERVK22-int	LTR22C	HML5
HERVL_7q31.31	HERVL_0527	prototype	chr7	118824210	118831221	+	4	7011	5655	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVW_7q31.31	HERVW_0114	oneside	chr7	119206242	119210883	+	5	4641	4304		HERV17-int	LTR17	HERVW
HERVH_7q31.31a	HERVH_0597	prototype	chr7	119649232	119654889	+	8	5657	4681	LTR7	HERVH-int	LTR7	HERVH
HERV3_7q31.31	HERV3_0024	oneside	chr7	119692824	119701205	-	3	8381	7943		HERV3-int	LTR4	HERV3
HERVH_7q31.31b	HERVH_0598	prototype	chr7	120416676	120422939	-	7	6263	5505	LTR7	HERVH-int	LTR7	HERVH
HERVH_7q31.31c	HERVH_0599	prototype	chr7	120525753	120531445	-	8	5692	4882	LTR7	HERVH-int	LTR7	HERVH
HERVH_7q31.31d	HERVH_0600	prototype	chr7	120955433	120961347	+	8	5914	4883	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVH_7q31.32a	HERVH_0601	prototype	chr7	121203702	121209722	-	6	6020	5261	LTR7	HERVH-int	LTR7	HERVH
HERVW_7q31.32	HERVW_0115	oneside	chr7	121811708	121817649	+	6	5941	4884		HERV17-int	LTR17	HERVW
HERVL_7q31.32	HERVL_0528	prototype	chr7	121842643	121849159	-	4	6516	5653	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVL18_7q31.32	HERVL18_0076	prototype	chr7	122328457	122333176	-	11	4719	3878	LTR18B	HERVL18-int	LTR18B	HERVL18
HERVH_7q31.32b	HERVH_0602	prototype	chr7	122456782	122463052	+	8	6270	5054	LTR7	HERVH-int	LTR7	HERVH
HERVL_7q31.33a	HERVL_0529	oneside	chr7	124254691	124260069	+	2	5378	4964	MLT2A2	HERVL-int		HERVL
HERVL_7q31.33b	HERVL_0530	internal	chr7	124327498	124329654	+	1	2156	2278		HERVL-int		HERVL
HERVH_7q31.33a	HERVH_0603	prototype	chr7	124369210	124374788	+	8	5578	4890	LTR7	HERVH-int	LTR7	HERVH
HERVH_7q31.33b	HERVH_0604	oneside	chr7	124600722	124604006	-	6	3284	2853		HERVH-int	LTR7B	HERVH
